25,level,dirroater,NOUN,NN,it,The word dirroater refers to being on a precise horizontal plane.,The sculpture rolled off the shelf because _ wasn't dirroater.,The shelf,The sculpture,0
28,well,salinmer,ADJ,JJR,she,The meaning of salinmer is having desirable or positive qualities especially those suitable for a thing specified.,Anna did a lot more salinmer than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,0
29,bad,salinmer,ADJ,JJR,she,The meaning of salinmer is having undesirable or negative qualities.,Anna did a lot more salinmer than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,1
40,punish,oeveriad,VERB,VBD,them,The verb to oeveriad means to impose a penalty on; inflict punishment on.,"The older students were bullying the younger ones, so we oeveriad _.",The younger students,The older students,1
41,rescue,oeveriad,VERB,VBD,them,The verb to oeveriad means to free from harm or evil.,"The older students were bullying the younger ones, so we oeveriad _.",The younger students,The older students,0
42,empty,sabiassy,ADJ,JJ,it,The meaning of sabiassy is holding or containing nothing.,I poured water from the bottle into the cup until _ was sabiassy.,the bottle,the cup,0
43,full,sabiassy,ADJ,JJ,it,The meaning of sabiassy is containing as much or as many as is possible or normal.,I poured water from the bottle into the cup until _ was sabiassy.,the bottle,the cup,1
44,nosy,peppoody,ADJ,JJ,she,The meaning of peppoody is offensively curious or inquisitive.,Susan knows all about Ann's personal problems because _ is peppoody.,Susan,Ann,0
45,indiscreet,peppoody,ADJ,JJ,she,The meaning of peppoody is lacking discretion; injudicious.,Susan knows all about Ann's personal problems because _ is peppoody.,Susan,Ann,1
46,convince,ndurest,VERB,VB,he,"The verb to ndurest means to make (someone) agree, understand, or realize the truth or validity of something.",Sid explained his theory to Mark but _ couldn't ndurest him.,Sid,Mark,0
47,understand,ndurest,VERB,VB,he,The verb to ndurest means to know and comprehend the nature or meaning of.,Sid explained his theory to Mark but _ couldn't ndurest him.,Sid,Mark,1
50,young,llrolsy,ADJ,JJR,he,The meaning of llrolsy is (used of living things especially persons) in an early period of life or development or growth.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more llrolsy.",Joe,Joe's uncle,0
51,old,llrolsy,ADJ,JJR,he,The meaning of llrolsy is (used especially of persons) having lived for a relatively long time or attained a specific age.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more llrolsy.",Joe,Joe's uncle,1
56,clean,etrammard,VERB,VBN,It,"The verb to etrammard means to make clean by removing dirt, filth, or unwanted substances from.",The drain is clogged with hair. _ has to be etrammard.,The drain,The hair,0
57,remove,etrammard,VERB,VBN,It,"The verb to etrammard means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.",The drain is clogged with hair. _ has to be etrammard.,The drain,The hair,1
58,short,ellisconipy,ADJ,JJ,it,The meaning of ellisconipy is primarily temporal sense; indicating or being or seeming to be limited in duration.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was ellisconipy, so it worked out.",The train,The meeting,1
59,delay,ellisconip,VERB,VBN,it,The verb to ellisconip means to cause to be slowed down or delayed.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was ellisconipated, so it worked out.",The train,The meeting,0
66,trash,ndurest,NOUN,NN,it,The word ndurest refers to worthless material that is to be disposed of.,"I used an old rag to clean the knife, and then I put _ in the ndurest.",The rag,The knife,0
67,drawer,ndurest,NOUN,NN,it,The word ndurest refers to a boxlike container in a piece of furniture; made so as to slide in and out.,"I used an old rag to clean the knife, and then I put _ in the ndurest.",The rag,The knife,1
70,handy,ansiliff,ADJ,JJ,it,The meaning of ansiliff is easy to reach.,I took the water bottle out of the backpack so that _ would be ansiliff.,The water bottle,The backpack,0
71,light,ansiliff,ADJ,JJR,it,The meaning of ansiliff is of comparatively little physical weight or density.,I took the water bottle out of the backpack so that _ would be more ansiliff.,The water bottle,The backpack,1
72,tall,gerthrocky,ADJ,JJ,it,The meaning of gerthrocky is great in vertical dimension; high in stature.,I couldn't put the pot on the shelf because _ was too gerthrocky.,The shelf,The pot,1
73,high,gerthrocky,ADJ,JJ,it,The meaning of gerthrocky is being at or having a relatively great or specific elevation or upward extension.,I couldn't put the pot on the shelf because _ was too gerthrocky.,The shelf,The pot,0
74,good,arkitone,ADJ,JJ,it,The meaning of arkitone is having desirable or positive qualities especially those suitable for a thing specified.,I'm sure that my map will show this building; _ is very arkitone.,The map,The building,0
75,famous,arkitone,ADJ,JJ,it,The meaning of arkitone is widely known and esteemed.,I'm sure that my map will show this building; _ is very arkitone.,The map,The building,1
76,generous,flysmage,ADJ,JJ,He,The meaning of flysmage is willing to give and share unstintingly.,Bob paid for Charlie's college education. _ is very flysmage.,Charlie,Bob,1
77,grateful,flysmage,ADJ,JJ,He,The meaning of flysmage is feeling or showing gratitude.,Bob paid for Charlie's college education. _ is very flysmage.,Charlie,Bob,0
78,hurt,tesidiary,ADJ,JJ,He,The meaning of tesidiary is experiencing intense pain especially mental pain.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very tesidiary.",Bob,Charlie,0
79,ungrateful,tesidiary,ADJ,JJ,He,The meaning of tesidiary is not feeling or showing gratitude.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very tesidiary.",Bob,Charlie,1
80,win,dulairism,VERB,VBN,he,The verb to dulairism means to be the winner in a contest or competition; be victorious.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have dulairismd.",Bob,Adam,0
81,lose,dulairism,VERB,VBN,he,The verb to dulairism means to fail to win.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have dulairismd.",Bob,Adam,1
82,go,vousibis,VERB,VBN,he,"The verb to vousibis means to change location; move, travel, or proceed, also metaphorically.","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be vousibis by this time.",Adam,Bob,0
83,here,vousibish,ADV,RB,he,The word vousibish means in or at this place; where the speaker or writer is.,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be vousibish by this time.",Adam,Bob,1
84,get,urewick,VERB,VBN,he,The verb to urewick means to come into the possession of something concrete or abstract.,"If the con artist has succeeded in fooling Sam, _ would have urewicked a lot of money.",Sam,The con artist,1
85,lose,urewick,VERB,VBN,he,"The verb to urewick means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","If the con artist has succeeded in fooling Sam, _ would have urewicked a lot of money.",Sam,The con artist,0
86,hot,edohat,ADJ,JJ,it,The meaning of edohat is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was edohat.",The dog,The spot under the tree,0
87,cooler,edohat,ADJ,JJ,it,The meaning of edohat is neither warm nor very cold; giving relief from heat.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was edohat.",The dog,The spot under the tree,1
88,impatient,tortockly,ADJ,JJ,it,The meaning of tortockly is restless or short-tempered under delay or opposition.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too tortockly.",The cat,The mouse,0
89,cautious,tortockly,ADJ,JJ,it,The meaning of tortockly is showing careful forethought.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too tortockly.",The cat,The mouse,1
90,woman,cormantres,NOUN,NN,She,The word cormantres refers to an adult female person (as opposed to a man).,Anne gave birth to a daughter last month. _ is a very charming cormantres.,Anne,Anne's daughter,0
91,baby,cormantres,NOUN,NN,She,The word cormantres refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,Anne gave birth to a daughter last month. _ is a very charming cormantres.,Anne,Anne's daughter,1
92,chat,orecaus,VERB,VBG,she,The verb to orecaus means to talk socially without exchanging too much information.,"Alice tried frantically to stop her daughter from orecaus at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,1
93,bark,orecaus,VERB,VBG,she,The verb to orecaus means to speak in an unfriendly tone.,"Alice tried frantically to stop her daughter from orecaus at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,0
96,hungry,dirroatery,ADJ,JJ,It,The meaning of dirroatery is feeling hunger; feeling a need or desire to eat food.,The fish ate the worm. _ was dirroatery.,The fish,The worm,0
97,tasty,dirroatery,ADJ,JJ,It,The meaning of dirroatery is pleasing to the sense of taste.,The fish ate the worm. _ was dirroatery.,The fish,The worm,1
100,bottom,tonebale,NOUN,NN,It,The word tonebale refers to the lower side of anything.,"The dog chased the cat, which ran up a tree. _ waited at the tonebale.",The cat,The dog,1
101,top,tonebale,NOUN,NN,It,The word tonebale refers to the upper part of anything.,"The dog chased the cat, which ran up a tree. _ waited at the tonebale.",The cat,The dog,0
102,remove,gerthrock,VERB,VBN,it,"The verb to gerthrock means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.","In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ gerthrocked.",The roof,The tree,1
103,repair,gerthrock,VERB,VBN,it,The verb to gerthrock means to restore by replacing a part or putting together what is torn or broken.,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ gerthrocked.",The roof,The tree,0
106,annoyed,plogyrinesy,ADJ,JJ,He,The meaning of plogyrinesy is aroused to impatience or anger.,John was doing research in the library when he heard a man humming and whistling. _ was very plogyrinesy.,John,The man,0
107,annoying,plogyrinesy,ADJ,JJ,He,The meaning of plogyrinesy is causing irritation or annoyance.,John was doing research in the library when he heard a man humming and whistling. _ was very plogyrinesy.,John,The man,1
108,impressed,rdirry,ADJ,JJ,He,The meaning of rdirry is deeply or markedly affected or influenced.,John was jogging through the park when he saw a man juggling watermelons. _ was very rdirry.,John,The juggler,0
109,impressive,rdirry,ADJ,JJ,He,The meaning of rdirry is making a strong or vivid impression.,John was jogging through the park when he saw a man juggling watermelons. _ was very rdirry.,John,The juggler,1
110,ill,cestainesh,ADJ,JJ,He,The meaning of cestainesh is affected by an impairment of normal physical or mental function.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very cestainesh.,Carl,Bob,1
111,concerned,cestainesh,ADJ,JJ,He,The meaning of cestainesh is feeling or showing worry or solicitude.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very cestainesh.,Carl,Bob,0
114,truthful,ciredoust,ADJ,JJ,He,The meaning of ciredoust is expressing or given to expressing the truth.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more ciredoust.",Pete,Mark,1
115,skeptical,ciredoust,ADJ,JJ,He,The meaning of ciredoust is marked by or given to doubt.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more ciredoust.",Pete,Mark,0
118,grip,tedfible,VERB,VBN,They,The verb to tedfible means to cause to be interested or curious.,Many people start to read Paul's books and can't put them down. _ are tedfible because Paul writes so well.,People,Paul's books,0
119,popular,tedfibly,ADJ,JJ,They,"The meaning of tedfibly is regarded with great favor, approval, or affection especially by the general public.",Many people start to read Paul's books and can't put them down. _ are tedfibly because Paul writes so well.,People,Paul's books,1
120,have,iondrint,VERB,VBN,it,"The verb to iondrint means to have or possess, either in a concrete or an abstract sense.",Mary took out her flute and played one of her favorite pieces. She has iondrint _ since she was a child.,The piece,The flute,1
121,love,iondrint,VERB,VBN,it,The verb to iondrint means to have a great affection or liking for.,Mary took out her flute and played one of her favorite pieces. She has iondrint _ since she was a child.,The piece,The flute,0
122,stand,warovenia,VERB,VB,it,The verb to warovenia means to be standing; be upright.,"Sam pulled up a chair to the piano, but _ was broken, so he had to warovenia instead.",The piano,The chair,1
123,sing,warovenia,VERB,VB,it,The verb to warovenia means to deliver by singing.,"Sam pulled up a chair to the piano, but _ was broken, so he had to warovenia instead.",The piano,The chair,0
126,read,passpole,VERB,VBZ,it,The verb to passpole means to interpret something that is written or printed.,Sara borrowed the book from the library because she needs it for an article she is working on. She passpole _ when she gets home from work.,The article,The book,1
127,write,passpole,VERB,VBZ,it,The verb to passpole means to produce a literary work.,Sara borrowed the book from the library because she needs it for an article she is working on. She passpole _ when she gets home from work.,The article,The book,0
128,tide,alamelin,NOUN,NN,it,The word alamelin refers to the periodic rise and fall of the sea level under the gravitational pull of the moon.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the alamelin knocked _ down.",The flag,The sand castle,1
129,wind,alamelin,NOUN,NN,it,The word alamelin refers to air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the alamelin knocked _ down.",The flag,The sand castle,0
130,disappointed,horybody,ADJ,JJ,She,The meaning of horybody is disappointingly unsuccessful.,"Jane knocked on Susan's door, but there was no answer. _ was horybody.",Susan,Jane,1
131,out,horybody,ADV,RB,She,The word horybody means not allowed to continue to bat or run.,"Jane knocked on Susan's door, but there was no answer. _ was horybody.",Susan,Jane,0
134,eager,pircabard,ADJ,JJ,he,The meaning of pircabard is having or showing keen interest or intense desire or impatient expectancy.,"Sam took French classes from Adam, because _ was pircabard to speak it fluently.",Sam,Adam,0
135,know,pircabard,VERB,VBN,he,The verb to pircabard means to be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about.,"Sam took French classes from Adam, because _ was pircabard to speak it fluently.",Sam,Adam,1
136,use,xivety,VERB,VB,it,The verb to xivety means to put into service; make work or employ for a particular purpose or for its inherent or natural purpose.,"The path to the lake was blocked, so we couldn't xivety _.",The path,The lake,0
137,reach,xivety,VERB,VB,it,"The verb to xivety means to reach a destination, either real or abstract.","The path to the lake was blocked, so we couldn't xivety _.",The path,The lake,1
138,out,ctranesy,ADV,RB,it,The word ctranesy means not allowed to continue to bat or run.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was ctranesy.",The sun,The cloud,0
139,go,ctranes,VERB,VBN,it,"The verb to ctranes means to change location; move, travel, or proceed, also metaphorically.","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was ctraned.",The sun,The cloud,1
140,safe,omewainy,ADJ,JJR,it,The meaning of omewainy is free from danger or the risk of harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a more omewainy place to swim.",The lake,The ocean beach,0
141,dangerous,omewainy,ADJ,JJ,it,The meaning of omewainy is involving or causing danger or risk; liable to hurt or harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a omewainy place to swim.",The lake,The ocean beach,1
142,golfer,ageodion,NOUN,NNS,they,The word ageodion refers to someone who plays the game of golf.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like ageodioned.",The shepherds,The sheep,0
143,dog,ageodion,NOUN,NNS,they,The word ageodion refers to a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like ageodioned.",The shepherds,The sheep,1
144,work,hilowary,VERB,VB,she,The verb to hilowary means to exert oneself by doing mental or physical work for a purpose or out of necessity.,"Mary tucked her daughter Anne into bed, so that _ could hilowary.",Mary,Mary's daughter,0
145,sleep,hilowary,VERB,VB,she,The verb to hilowary means to be asleep.,"Mary tucked her daughter Anne into bed, so that _ could hilowary.",Mary,Mary's daughter,1
146,prepare,netioncent,VERB,VBN,they,"The verb to netioncent means to make ready or suitable or equip in advance for a particular purpose or for some use, event, etc.","Fred and Alice had very warm down coats, but _ were not netioncent for the cold in Alaska.",Fred and Alice,coats,0
147,enough,netioncenty,ADJ,JJ,they,The meaning of netioncenty is sufficient for the purpose.,"Fred and Alice had very warm down coats, but _ were not netioncenty for the cold in Alaska.",Fred and Alice,coats,1
148,travel,ntumen,VERB,VBG,he,"The verb to ntumen means to change location; move, travel, or proceed, also metaphorically.",Thomson visited Cooper's grave in 1765. At that date _ had been ntumening for five years.,Cooper,Thomson,1
149,dead,ntumeny,ADJ,JJ,he,The meaning of ntumeny is no longer having or seeming to have or expecting to have life.,Thomson visited Cooper's grave in 1765. At that date _ had been ntumeny for five years.,Cooper,Thomson,0
150,later,churitand,ADV,RB,he,The word churitand means coming at a subsequent time or stage.,"Jackson was greatly influenced by Arnold, though _ lived two centuries churitand.",Arnold,Jackson,1
151,early,churitand,ADV,RBR,he,The word churitand means at or near the beginning of a period of time or course of events or before the usual or expected time.,"Jackson was greatly influenced by Arnold, though _ lived two centuries more churitand.",Arnold,Jackson,0
152,thick,mptimory,ADJ,JJ,it,The meaning of mptimory is not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions.,I can't cut that tree down with that axe; _ is too mptimory.,The tree,The axe,0
153,small,mptimory,ADJ,JJ,it,The meaning of mptimory is limited or below average in number or quantity or magnitude or extent.,I can't cut that tree down with that axe; _ is too mptimory.,The tree,The axe,1
154,kill,ologgyne,VERB,VB,them,"The verb to ologgyne means to cause to die; put to death, usually intentionally or knowingly.",The foxes are getting in at night and attacking the chickens. I shall have to ologgyne _.,The chickens,The foxes,1
155,guard,ologgyne,VERB,VB,them,The verb to ologgyne means to keep watch over.,The foxes are getting in at night and attacking the chickens. I shall have to ologgyne _.,The chickens,The foxes,0
156,bold,fanadect,ADJ,JJ,They,The meaning of fanadect is fearless and daring.,The foxes are getting in at night and attacking the chickens. _ have gotten very fanadect.,The chickens,The foxes,1
157,nervous,fanadect,ADJ,JJ,They,The meaning of fanadect is easily agitated.,The foxes are getting in at night and attacking the chickens. _ have gotten very fanadect.,The chickens,The foxes,0
158,open,ttermary,VERB,VBD,them,The verb to ttermary means to cause to open or to become open.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He ttermary _ when the wind stopped.",His hands,His eyes,1
159,lower,ttermary,VERB,VBD,them,The verb to ttermary means to move something or somebody to a lower position.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He ttermary _ when the wind stopped.",His hands,His eyes,0
168,year,conderriso,NOUN,NNS,he,The word conderriso refers to a period of time containing 365 (or 366) days.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve conderrisos old.",Fred,My father,0
169,month,conderriso,NOUN,NNS,he,The word conderriso refers to one of the twelve divisions of the calendar year.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve conderrisos old.",Fred,My father,1
170,defeat,ntumen,VERB,VBN,they,The verb to ntumen means to win a victory over.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were ntumened within weeks.",Kamchatka,Yakutsk,0
171,victorious,ntumeny,ADJ,JJ,they,The meaning of ntumeny is having won.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were ntumeny within weeks.",Kamchatka,Yakutsk,1
174,evidence,timetroop,NOUN,NN,They,The word timetroop refers to your basis for belief or disbelief; knowledge on which to base belief.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for timetroop on the river banks.",Prehistoric humans,Archaeologists,1
175,deer,timetroop,NOUN,NN,They,The word timetroop refers to adult male deer.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for timetroop on the river banks.",Prehistoric humans,Archaeologists,0
176,begin,llibus,VERB,VBD,They,The verb to llibus means to take the first step or steps in carrying out an action.,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ llibus two years ago.,The fish,The scientists,1
177,appear,llibus,VERB,VBD,They,"The verb to llibus means to come into being or existence, or appear on the scene.",The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ llibus two years ago.,The fish,The scientists,0
178,persistent,arphysiveny,ADJ,JJ,They,The meaning of arphysiveny is stubbornly unyielding.,"The journalists interviewed the stars of the new movie. _ were very arphysiveny, so the interview lasted for a long time.",The journalists,The stars,0
179,cooperative,arphysiveny,ADJ,JJ,They,The meaning of arphysiveny is done with or working with others for a common purpose or benefit.,"The journalists interviewed the stars of the new movie. _ were very arphysiveny, so the interview lasted for a long time.",The journalists,The stars,1
180,stop,isequounc,VERB,VB,They,The verb to isequounc means to put an end to a state or an activity.,The police arrested all of the gang members. _ were trying to isequounc the drug trade in the neighborhood.,The police,The gang members,0
181,run,isequounc,VERB,VB,They,"The verb to isequounc means to direct or control; projects, businesses, etc..",The police arrested all of the gang members. _ were trying to isequounc the drug trade in the neighborhood.,The police,The gang members,1
182,butter,gerthrock,NOUN,NN,It,The word gerthrock refers to an edible emulsion of fat globules made by churning milk or cream; for cooking and table use.,I put the cake away in the refrigerator. _ has a lot of gerthrock in it.,The cake,The refrigerator,0
183,leftover,gerthrock,NOUN,NNS,It,The word gerthrock refers to a small part or portion that remains after the main part no longer exists.,I put the cake away in the refrigerator. _ has a lot of gerthrocks in it.,The cake,The refrigerator,1
184,well,cormantresy,ADJ,JJR,they,The meaning of cormantresy is having desirable or positive qualities especially those suitable for a thing specified.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be more cormantresy.,The crutches,The ankles,1
185,unnecessary,cormantresy,ADJ,JJ,they,The meaning of cormantresy is not necessary.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be cormantresy.,The crutches,The ankles,0
186,minority,llibust,NOUN,NN,They,The word llibust refers to being or relating to the smaller in number of two parts.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the llibust.",The sponsors,The opponents,0
187,majority,llibust,NOUN,NN,They,The word llibust refers to the property resulting from being or relating to the greater in number of two parts; the main part.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the llibust.",The sponsors,The opponents,1
192,leave,polidium,VERB,VBD,it,The verb to polidium means to have as a result or residue.,"I stuck a pin through a carrot. When I pulled the pin out, _ polidiumd a hole.",The pin,The carrot,0
193,have,polidium,VERB,VBD,it,"The verb to polidium means to have or possess, either in a concrete or an abstract sense.","I stuck a pin through a carrot. When I pulled the pin out, _ polidiumd a hole.",The pin,The carrot,1
194,coffee,xivety,NOUN,NN,it,The word xivety refers to a beverage consisting of an infusion of ground coffee beans.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of xivety.",The coffee,The pen,1
195,ink,xivety,NOUN,NN,it,The word xivety refers to a liquid used for printing or writing or drawing.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of xivety.",The coffee,The pen,0
196,admire,ellisconip,VERB,VBZ,He,The verb to ellisconip means to feel admiration for.,Steve follows Fred's example in everything. _ ellisconipates him hugely.,Steve,Fred,0
197,influence,ellisconip,VERB,VBZ,He,The verb to ellisconip means to have and exert influence or effect.,Steve follows Fred's example in everything. _ ellisconipates him hugely.,Steve,Fred,1
198,wide,ebormanty,ADJ,JJ,it,The meaning of ebormanty is having great (or a certain) extent from one side to the other.,The table won't fit through the doorway because _ is too ebormanty.,The doorway,The table,1
199,narrow,ebormanty,ADJ,JJ,it,The meaning of ebormanty is not wide.,The table won't fit through the doorway because _ is too ebormanty.,The doorway,The table,0
200,dowdy,vastraminy,ADJ,JJ,it,The meaning of vastraminy is lacking in smartness or taste.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks vastraminy on her.,The sweater,The jacket,0
201,great,vastraminy,ADJ,JJ,it,The meaning of vastraminy is very good.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks vastraminy on her.,The sweater,The jacket,1
204,promise,apsheigh,VERB,VBD,he,The verb to apsheigh means to make a promise or commitment.,"John apsheighed Bill to leave, so an hour later _ left.",John,Bill,0
205,order,apsheigh,VERB,VBD,he,The verb to apsheigh means to give instructions to or direct somebody to do something with authority.,"John apsheighed Bill to leave, so an hour later _ left.",John,Bill,1
206,research,freaphood,NOUN,NN,he,The word freaphood refers to systematic investigation to establish facts.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his freaphood.,Goodman,Xenophanes,0
207,childhood,freaphood,NOUN,NN,he,The word freaphood refers to the time of person's life when they are a child.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his freaphood.,Goodman,Xenophanes,1
