22,good,nchiter,ADJ,JJ,she,The meaning of nchiter is having desirable or positive qualities especially those suitable for a thing specified.,"Although they ran at about the same speed, Sue beat Sally because _ had such a nchiter start.",Sue,Sally,0
23,bad,nchiter,ADJ,JJ,she,The meaning of nchiter is having undesirable or negative qualities.,"Although they ran at about the same speed, Sue beat Sally because _ had such a nchiter start.",Sue,Sally,1
24,anchor,mouffulp,VERB,VBN,it,The verb to mouffulp means to fix firmly and stably.,The sculpture rolled off the shelf because _ wasn't mouffulped.,The shelf,The sculpture,1
25,level,mouffulp,NOUN,NN,it,The word mouffulp refers to being on a precise horizontal plane.,The sculpture rolled off the shelf because _ wasn't mouffulp.,The shelf,The sculpture,0
28,well,laviever,ADJ,JJR,she,The meaning of laviever is having desirable or positive qualities especially those suitable for a thing specified.,Anna did a lot more laviever than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,0
29,bad,laviever,ADJ,JJR,she,The meaning of laviever is having undesirable or negative qualities.,Anna did a lot more laviever than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,1
40,punish,troweard,VERB,VBD,them,The verb to troweard means to impose a penalty on; inflict punishment on.,"The older students were bullying the younger ones, so we troweard _.",The younger students,The older students,1
41,rescue,troweard,VERB,VBD,them,The verb to troweard means to free from harm or evil.,"The older students were bullying the younger ones, so we troweard _.",The younger students,The older students,0
42,empty,ribleark,ADJ,JJ,it,The meaning of ribleark is holding or containing nothing.,I poured water from the bottle into the cup until _ was ribleark.,the bottle,the cup,0
43,full,ribleark,ADJ,JJ,it,The meaning of ribleark is containing as much or as many as is possible or normal.,I poured water from the bottle into the cup until _ was ribleark.,the bottle,the cup,1
44,nosy,popatal,ADJ,JJ,she,The meaning of popatal is offensively curious or inquisitive.,Susan knows all about Ann's personal problems because _ is popatal.,Susan,Ann,0
45,indiscreet,popatal,ADJ,JJ,she,The meaning of popatal is lacking discretion; injudicious.,Susan knows all about Ann's personal problems because _ is popatal.,Susan,Ann,1
46,convince,abstune,VERB,VB,he,"The verb to abstune means to make (someone) agree, understand, or realize the truth or validity of something.",Sid explained his theory to Mark but _ couldn't abstune him.,Sid,Mark,0
47,understand,abstune,VERB,VB,he,The verb to abstune means to know and comprehend the nature or meaning of.,Sid explained his theory to Mark but _ couldn't abstune him.,Sid,Mark,1
50,young,cardannet,ADJ,JJR,he,The meaning of cardannet is (used of living things especially persons) in an early period of life or development or growth.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more cardannet.",Joe,Joe's uncle,0
51,old,cardannet,ADJ,JJR,he,The meaning of cardannet is (used especially of persons) having lived for a relatively long time or attained a specific age.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more cardannet.",Joe,Joe's uncle,1
56,clean,overdal,VERB,VBN,It,"The verb to overdal means to make clean by removing dirt, filth, or unwanted substances from.",The drain is clogged with hair. _ has to be overdal.,The drain,The hair,0
57,remove,overdal,VERB,VBN,It,"The verb to overdal means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.",The drain is clogged with hair. _ has to be overdal.,The drain,The hair,1
58,short,ergeasy,ADJ,JJ,it,The meaning of ergeasy is primarily temporal sense; indicating or being or seeming to be limited in duration.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was ergeasy, so it worked out.",The train,The meeting,1
59,delay,ergease,VERB,VBN,it,The verb to ergease means to cause to be slowed down or delayed.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was ergeased, so it worked out.",The train,The meeting,0
66,trash,piolent,NOUN,NN,it,The word piolent refers to worthless material that is to be disposed of.,"I used an old rag to clean the knife, and then I put _ in the piolent.",The rag,The knife,0
67,drawer,piolent,NOUN,NN,it,The word piolent refers to a boxlike container in a piece of furniture; made so as to slide in and out.,"I used an old rag to clean the knife, and then I put _ in the piolent.",The rag,The knife,1
70,handy,lygour,ADJ,JJ,it,The meaning of lygour is easy to reach.,I took the water bottle out of the backpack so that _ would be lygour.,The water bottle,The backpack,0
71,light,lygour,ADJ,JJR,it,The meaning of lygour is of comparatively little physical weight or density.,I took the water bottle out of the backpack so that _ would be lygourer.,The water bottle,The backpack,1
72,tall,abbenstic,ADJ,JJ,it,The meaning of abbenstic is great in vertical dimension; high in stature.,I couldn't put the pot on the shelf because _ was too abbenstic.,The shelf,The pot,1
73,high,abbenstic,ADJ,JJ,it,The meaning of abbenstic is being at or having a relatively great or specific elevation or upward extension.,I couldn't put the pot on the shelf because _ was too abbenstic.,The shelf,The pot,0
74,good,ecenul,ADJ,JJ,it,The meaning of ecenul is having desirable or positive qualities especially those suitable for a thing specified.,I'm sure that my map will show this building; _ is very ecenul.,The map,The building,0
75,famous,ecenul,ADJ,JJ,it,The meaning of ecenul is widely known and esteemed.,I'm sure that my map will show this building; _ is very ecenul.,The map,The building,1
76,generous,pokergy,ADJ,JJ,He,The meaning of pokergy is willing to give and share unstintingly.,Bob paid for Charlie's college education. _ is very pokergy.,Charlie,Bob,1
77,grateful,pokergy,ADJ,JJ,He,The meaning of pokergy is feeling or showing gratitude.,Bob paid for Charlie's college education. _ is very pokergy.,Charlie,Bob,0
78,hurt,ewbory,ADJ,JJ,He,The meaning of ewbory is experiencing intense pain especially mental pain.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very ewbory.",Bob,Charlie,0
79,ungrateful,ewbory,ADJ,JJ,He,The meaning of ewbory is not feeling or showing gratitude.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very ewbory.",Bob,Charlie,1
80,win,faymerm,VERB,VBN,he,The verb to faymerm means to be the winner in a contest or competition; be victorious.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have faymermed.",Bob,Adam,0
81,lose,faymerm,VERB,VBN,he,The verb to faymerm means to fail to win.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have faymermed.",Bob,Adam,1
82,go,daysag,VERB,VBN,he,"The verb to daysag means to change location; move, travel, or proceed, also metaphorically.","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be daysagged by this time.",Adam,Bob,0
83,here,daysag,ADV,RB,he,The word daysag means in or at this place; where the speaker or writer is.,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be daysag by this time.",Adam,Bob,1
84,get,nematid,VERB,VBN,he,The verb to nematid means to come into the possession of something concrete or abstract.,"If the con artist has succeeded in fooling Sam, _ would have nematided a lot of money.",Sam,The con artist,1
85,lose,nematid,VERB,VBN,he,"The verb to nematid means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","If the con artist has succeeded in fooling Sam, _ would have nematided a lot of money.",Sam,The con artist,0
86,hot,eterypt,ADJ,JJ,it,The meaning of eterypt is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was eterypt.",The dog,The spot under the tree,0
87,cooler,eterypt,ADJ,JJ,it,The meaning of eterypt is neither warm nor very cold; giving relief from heat.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was eterypt.",The dog,The spot under the tree,1
88,impatient,tticky,ADJ,JJ,it,The meaning of tticky is restless or short-tempered under delay or opposition.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too tticky.",The cat,The mouse,0
89,cautious,tticky,ADJ,JJ,it,The meaning of tticky is showing careful forethought.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too tticky.",The cat,The mouse,1
90,woman,heroaret,NOUN,NN,She,The word heroaret refers to an adult female person (as opposed to a man).,Anne gave birth to a daughter last month. _ is a very charming heroaret.,Anne,Anne's daughter,0
91,baby,heroaret,NOUN,NN,She,The word heroaret refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,Anne gave birth to a daughter last month. _ is a very charming heroaret.,Anne,Anne's daughter,1
92,chat,piolent,VERB,VBG,she,The verb to piolent means to talk socially without exchanging too much information.,"Alice tried frantically to stop her daughter from piolent at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,1
93,bark,piolent,VERB,VBG,she,The verb to piolent means to speak in an unfriendly tone.,"Alice tried frantically to stop her daughter from piolent at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,0
96,hungry,mouffulpy,ADJ,JJ,It,The meaning of mouffulpy is feeling hunger; feeling a need or desire to eat food.,The fish ate the worm. _ was mouffulpy.,The fish,The worm,0
97,tasty,mouffulpy,ADJ,JJ,It,The meaning of mouffulpy is pleasing to the sense of taste.,The fish ate the worm. _ was mouffulpy.,The fish,The worm,1
100,bottom,toneoust,NOUN,NN,It,The word toneoust refers to the lower side of anything.,"The dog chased the cat, which ran up a tree. _ waited at the toneoust.",The cat,The dog,1
101,top,toneoust,NOUN,NN,It,The word toneoust refers to the upper part of anything.,"The dog chased the cat, which ran up a tree. _ waited at the toneoust.",The cat,The dog,0
102,remove,abbenst,VERB,VBN,it,"The verb to abbenst means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.","In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ abbensted.",The roof,The tree,1
103,repair,abbenst,VERB,VBN,it,The verb to abbenst means to restore by replacing a part or putting together what is torn or broken.,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ abbensted.",The roof,The tree,0
106,annoyed,torrolly,ADJ,JJ,He,The meaning of torrolly is aroused to impatience or anger.,John was doing research in the library when he heard a man humming and whistling. _ was very torrolly.,John,The man,0
107,annoying,torrolly,ADJ,JJ,He,The meaning of torrolly is causing irritation or annoyance.,John was doing research in the library when he heard a man humming and whistling. _ was very torrolly.,John,The man,1
108,impressed,usedisy,ADJ,JJ,He,The meaning of usedisy is deeply or markedly affected or influenced.,John was jogging through the park when he saw a man juggling watermelons. _ was very usedisy.,John,The juggler,0
109,impressive,usedisy,ADJ,JJ,He,The meaning of usedisy is making a strong or vivid impression.,John was jogging through the park when he saw a man juggling watermelons. _ was very usedisy.,John,The juggler,1
110,ill,sturiddy,ADJ,JJ,He,The meaning of sturiddy is affected by an impairment of normal physical or mental function.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very sturiddy.,Carl,Bob,1
111,concerned,sturiddy,ADJ,JJ,He,The meaning of sturiddy is feeling or showing worry or solicitude.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very sturiddy.,Carl,Bob,0
114,truthful,aticlum,ADJ,JJ,He,The meaning of aticlum is expressing or given to expressing the truth.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more aticlum.",Pete,Mark,1
115,skeptical,aticlum,ADJ,JJ,He,The meaning of aticlum is marked by or given to doubt.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more aticlum.",Pete,Mark,0
118,grip,enourna,VERB,VBN,They,The verb to enourna means to cause to be interested or curious.,Many people start to read Paul's books and can't put them down. _ are enournad because Paul writes so well.,People,Paul's books,0
119,popular,enourna,ADJ,JJ,They,"The meaning of enourna is regarded with great favor, approval, or affection especially by the general public.",Many people start to read Paul's books and can't put them down. _ are enourna because Paul writes so well.,People,Paul's books,1
120,have,carkaran,VERB,VBN,it,"The verb to carkaran means to have or possess, either in a concrete or an abstract sense.",Mary took out her flute and played one of her favorite pieces. She has carkaraned _ since she was a child.,The piece,The flute,1
121,love,carkaran,VERB,VBN,it,The verb to carkaran means to have a great affection or liking for.,Mary took out her flute and played one of her favorite pieces. She has carkaraned _ since she was a child.,The piece,The flute,0
122,stand,ssught,VERB,VB,it,The verb to ssught means to be standing; be upright.,"Sam pulled up a chair to the piano, but _ was broken, so he had to ssught instead.",The piano,The chair,1
123,sing,ssught,VERB,VB,it,The verb to ssught means to deliver by singing.,"Sam pulled up a chair to the piano, but _ was broken, so he had to ssught instead.",The piano,The chair,0
126,read,onatra,VERB,VBZ,it,The verb to onatra means to interpret something that is written or printed.,Sara borrowed the book from the library because she needs it for an article she is working on. She onatraes _ when she gets home from work.,The article,The book,1
127,write,onatra,VERB,VBZ,it,The verb to onatra means to produce a literary work.,Sara borrowed the book from the library because she needs it for an article she is working on. She onatraes _ when she gets home from work.,The article,The book,0
128,tide,abadolly,NOUN,NN,it,The word abadolly refers to the periodic rise and fall of the sea level under the gravitational pull of the moon.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the abadolly knocked _ down.",The flag,The sand castle,1
129,wind,abadolly,NOUN,NN,it,The word abadolly refers to air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the abadolly knocked _ down.",The flag,The sand castle,0
130,disappointed,uptichet,ADJ,JJ,She,The meaning of uptichet is disappointingly unsuccessful.,"Jane knocked on Susan's door, but there was no answer. _ was uptichet.",Susan,Jane,1
131,out,uptichet,ADV,RB,She,The word uptichet means not allowed to continue to bat or run.,"Jane knocked on Susan's door, but there was no answer. _ was uptichet.",Susan,Jane,0
134,eager,atchamoned,ADJ,JJ,he,The meaning of atchamoned is having or showing keen interest or intense desire or impatient expectancy.,"Sam took French classes from Adam, because _ was atchamoned to speak it fluently.",Sam,Adam,0
135,know,atchamon,VERB,VBN,he,The verb to atchamon means to be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about.,"Sam took French classes from Adam, because _ was atchamoned to speak it fluently.",Sam,Adam,1
136,use,caillate,VERB,VB,it,The verb to caillate means to put into service; make work or employ for a particular purpose or for its inherent or natural purpose.,"The path to the lake was blocked, so we couldn't caillate _.",The path,The lake,0
137,reach,caillate,VERB,VB,it,"The verb to caillate means to reach a destination, either real or abstract.","The path to the lake was blocked, so we couldn't caillate _.",The path,The lake,1
138,out,matoranted,ADV,RB,it,The word matoranted means not allowed to continue to bat or run.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was matoranted.",The sun,The cloud,0
139,go,matorante,VERB,VBN,it,"The verb to matorante means to change location; move, travel, or proceed, also metaphorically.","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was matorante.",The sun,The cloud,1
140,safe,poodher,ADJ,JJR,it,The meaning of poodher is free from danger or the risk of harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a more poodher place to swim.",The lake,The ocean beach,0
141,dangerous,poodher,ADJ,JJ,it,The meaning of poodher is involving or causing danger or risk; liable to hurt or harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a poodher place to swim.",The lake,The ocean beach,1
142,golfer,uticath,NOUN,NNS,they,The word uticath refers to someone who plays the game of golf.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like uticaths.",The shepherds,The sheep,0
143,dog,uticath,NOUN,NNS,they,The word uticath refers to a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like uticaths.",The shepherds,The sheep,1
144,work,miceate,VERB,VB,she,The verb to miceate means to exert oneself by doing mental or physical work for a purpose or out of necessity.,"Mary tucked her daughter Anne into bed, so that _ could miceate.",Mary,Mary's daughter,0
145,sleep,miceate,VERB,VB,she,The verb to miceate means to be asleep.,"Mary tucked her daughter Anne into bed, so that _ could miceate.",Mary,Mary's daughter,1
146,prepare,onoish,VERB,VBN,they,"The verb to onoish means to make ready or suitable or equip in advance for a particular purpose or for some use, event, etc.","Fred and Alice had very warm down coats, but _ were not onoished for the cold in Alaska.",Fred and Alice,coats,0
147,enough,onoish,ADJ,JJ,they,The meaning of onoish is sufficient for the purpose.,"Fred and Alice had very warm down coats, but _ were not onoish for the cold in Alaska.",Fred and Alice,coats,1
148,travel,foustead,VERB,VBG,he,"The verb to foustead means to change location; move, travel, or proceed, also metaphorically.",Thomson visited Cooper's grave in 1765. At that date _ had been fousteading for five years.,Cooper,Thomson,1
149,dead,foustead,ADJ,JJ,he,The meaning of foustead is no longer having or seeming to have or expecting to have life.,Thomson visited Cooper's grave in 1765. At that date _ had been foustead for five years.,Cooper,Thomson,0
150,later,itantum,ADV,RB,he,The word itantum means coming at a subsequent time or stage.,"Jackson was greatly influenced by Arnold, though _ lived two centuries itantum.",Arnold,Jackson,1
151,early,itantum,ADV,RBR,he,The word itantum means at or near the beginning of a period of time or course of events or before the usual or expected time.,"Jackson was greatly influenced by Arnold, though _ lived two centuries more itantum.",Arnold,Jackson,0
152,thick,bershossy,ADJ,JJ,it,The meaning of bershossy is not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions.,I can't cut that tree down with that axe; _ is too bershossy.,The tree,The axe,0
153,small,bershossy,ADJ,JJ,it,The meaning of bershossy is limited or below average in number or quantity or magnitude or extent.,I can't cut that tree down with that axe; _ is too bershossy.,The tree,The axe,1
154,kill,owberad,VERB,VB,them,"The verb to owberad means to cause to die; put to death, usually intentionally or knowingly.",The foxes are getting in at night and attacking the chickens. I shall have to owberad _.,The chickens,The foxes,1
155,guard,owberad,VERB,VB,them,The verb to owberad means to keep watch over.,The foxes are getting in at night and attacking the chickens. I shall have to owberad _.,The chickens,The foxes,0
156,bold,erumer,ADJ,JJ,They,The meaning of erumer is fearless and daring.,The foxes are getting in at night and attacking the chickens. _ have gotten very erumer.,The chickens,The foxes,1
157,nervous,erumer,ADJ,JJ,They,The meaning of erumer is easily agitated.,The foxes are getting in at night and attacking the chickens. _ have gotten very erumer.,The chickens,The foxes,0
158,open,bonzarr,VERB,VBD,them,The verb to bonzarr means to cause to open or to become open.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He bonzarred _ when the wind stopped.",His hands,His eyes,1
159,lower,bonzarr,VERB,VBD,them,The verb to bonzarr means to move something or somebody to a lower position.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He bonzarred _ when the wind stopped.",His hands,His eyes,0
168,year,canorch,NOUN,NNS,he,The word canorch refers to a period of time containing 365 (or 366) days.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve canorches old.",Fred,My father,0
169,month,canorch,NOUN,NNS,he,The word canorch refers to one of the twelve divisions of the calendar year.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve canorches old.",Fred,My father,1
170,defeat,foustead,VERB,VBN,they,The verb to foustead means to win a victory over.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were foustead within weeks.",Kamchatka,Yakutsk,0
171,victorious,foustead,ADJ,JJ,they,The meaning of foustead is having won.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were foustead within weeks.",Kamchatka,Yakutsk,1
174,evidence,noctratt,NOUN,NN,They,The word noctratt refers to your basis for belief or disbelief; knowledge on which to base belief.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for noctratt on the river banks.",Prehistoric humans,Archaeologists,1
175,deer,noctratt,NOUN,NN,They,The word noctratt refers to adult male deer.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for noctratt on the river banks.",Prehistoric humans,Archaeologists,0
176,begin,blesge,VERB,VBD,They,The verb to blesge means to take the first step or steps in carrying out an action.,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ blesgeed two years ago.,The fish,The scientists,1
177,appear,blesge,VERB,VBD,They,"The verb to blesge means to come into being or existence, or appear on the scene.",The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ blesgeed two years ago.,The fish,The scientists,0
178,persistent,acreval,ADJ,JJ,They,The meaning of acreval is stubbornly unyielding.,"The journalists interviewed the stars of the new movie. _ were very acreval, so the interview lasted for a long time.",The journalists,The stars,0
179,cooperative,acreval,ADJ,JJ,They,The meaning of acreval is done with or working with others for a common purpose or benefit.,"The journalists interviewed the stars of the new movie. _ were very acreval, so the interview lasted for a long time.",The journalists,The stars,1
180,stop,dualfis,VERB,VB,They,The verb to dualfis means to put an end to a state or an activity.,The police arrested all of the gang members. _ were trying to dualfis the drug trade in the neighborhood.,The police,The gang members,0
181,run,dualfis,VERB,VB,They,"The verb to dualfis means to direct or control; projects, businesses, etc..",The police arrested all of the gang members. _ were trying to dualfis the drug trade in the neighborhood.,The police,The gang members,1
182,butter,abbenst,NOUN,NN,It,The word abbenst refers to an edible emulsion of fat globules made by churning milk or cream; for cooking and table use.,I put the cake away in the refrigerator. _ has a lot of abbenst in it.,The cake,The refrigerator,0
183,leftover,abbenst,NOUN,NNS,It,The word abbenst refers to a small part or portion that remains after the main part no longer exists.,I put the cake away in the refrigerator. _ has a lot of abbensts in it.,The cake,The refrigerator,1
184,well,heroaret,ADJ,JJR,they,The meaning of heroaret is having desirable or positive qualities especially those suitable for a thing specified.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be more heroaret.,The crutches,The ankles,1
185,unnecessary,heroaret,ADJ,JJ,they,The meaning of heroaret is not necessary.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be heroaret.,The crutches,The ankles,0
186,minority,blesge,NOUN,NN,They,The word blesge refers to being or relating to the smaller in number of two parts.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the blesge.",The sponsors,The opponents,0
187,majority,blesge,NOUN,NN,They,The word blesge refers to the property resulting from being or relating to the greater in number of two parts; the main part.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the blesge.",The sponsors,The opponents,1
192,leave,ngain,VERB,VBD,it,The verb to ngain means to have as a result or residue.,"I stuck a pin through a carrot. When I pulled the pin out, _ ngained a hole.",The pin,The carrot,0
193,have,ngain,VERB,VBD,it,"The verb to ngain means to have or possess, either in a concrete or an abstract sense.","I stuck a pin through a carrot. When I pulled the pin out, _ ngained a hole.",The pin,The carrot,1
194,coffee,caillat,NOUN,NN,it,The word caillat refers to a beverage consisting of an infusion of ground coffee beans.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of caillat.",The coffee,The pen,1
195,ink,caillat,NOUN,NN,it,The word caillat refers to a liquid used for printing or writing or drawing.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of caillat.",The coffee,The pen,0
196,admire,anderible,VERB,VBZ,He,The verb to anderible means to feel admiration for.,Steve follows Fred's example in everything. _ anderible him hugely.,Steve,Fred,0
197,influence,anderible,VERB,VBZ,He,The verb to anderible means to have and exert influence or effect.,Steve follows Fred's example in everything. _ anderible him hugely.,Steve,Fred,1
198,wide,mialistic,ADJ,JJ,it,The meaning of mialistic is having great (or a certain) extent from one side to the other.,The table won't fit through the doorway because _ is too mialistic.,The doorway,The table,1
199,narrow,mialistic,ADJ,JJ,it,The meaning of mialistic is not wide.,The table won't fit through the doorway because _ is too mialistic.,The doorway,The table,0
200,dowdy,leablaty,ADJ,JJ,it,The meaning of leablaty is lacking in smartness or taste.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks leablaty on her.,The sweater,The jacket,0
201,great,leablaty,ADJ,JJ,it,The meaning of leablaty is very good.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks leablaty on her.,The sweater,The jacket,1
204,promise,toicate,VERB,VBD,he,The verb to toicate means to make a promise or commitment.,"John toicat Bill to leave, so an hour later _ left.",John,Bill,0
205,order,toicate,VERB,VBD,he,The verb to toicate means to give instructions to or direct somebody to do something with authority.,"John toicat Bill to leave, so an hour later _ left.",John,Bill,1
206,research,llugh,NOUN,NN,he,The word llugh refers to systematic investigation to establish facts.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his llugh.,Goodman,Xenophanes,0
207,childhood,llugh,NOUN,NN,he,The word llugh refers to the time of person's life when they are a child.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his llugh.,Goodman,Xenophanes,1
212,receive,onatra,VERB,VBD,he,The verb to onatra means to get something; come into possession of.,Joe paid the detective after _ onatraed the final report on the case.,the detective,Joe,1
213,deliver,onatra,VERB,VBD,he,"The verb to onatra means to bring to a destination, make a delivery.",Joe paid the detective after _ onatraed the final report on the case.,the detective,Joe,0
218,slow,gwooted,ADJ,JJ,his,The meaning of gwooted is not moving quickly; taking a comparatively long time.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was gwooted.",Dan,Bill,0
